system_number,oxford_part_id,call_numbers,library_code,,,,titles_non_placeholder
990002014300205171,,"Moss. II,117.2",Mosseri,,,,
990002014380205171,,"Moss. II,123.1.1",Mosseri,,,,
990002014400205171,,"Moss. II,124.1",Mosseri,,,,
990002014420205171,,"Moss. II,124.2",Mosseri,,,,
990002014450205171,,"Moss. II,125.1",Mosseri,,,,
990002014470205171,,"Moss. II,125.2",Mosseri,,,,
990002014670205171,,"Moss. II,138.1",Mosseri,,,,
990002014700205171,,"Moss. II,138.2",Mosseri,,,,
990002015530205171,,"Moss. II,163.2",Mosseri,,,,
990002016060205171,,"Moss. II,196.1",Mosseri,,,,
990002016080205171,,"Moss. II,197.1",Mosseri,,,,
990002016100205171,,"Moss. II,197.2",Mosseri,,,,
990002016170205171,,"Moss. II,204",Mosseri,,,,
990002016180205171,,"Moss. II,205",Mosseri,,,,
990002016230205171,,"Moss. II,209.2",Mosseri,,,,
990002016410205171,,"Moss. II,222",Mosseri,,,,
990002016600205171,,"Moss. II,233",Mosseri,,,,
990002016920205171,,"Moss. II,252.1",Mosseri,,,,
990002016940205171,,"Moss. II,252.2",Mosseri,,,,
990002017710205171,,"Moss. II,280.1",Mosseri,,,,
990002017730205171,,"Moss. II,280.2",Mosseri,,,,
990002017790205171,,"Moss. II,282.1",Mosseri,,,,
990002018280205171,,"Moss. III,14",Mosseri,,,,
990002018510205171,,"Moss. III,22.2",Mosseri,,,,תלמוד בבלי [טקסט]
990002018620205171,,"Moss. III,25.1",Mosseri,,,,משנה [טקסט]
990002019000205171,,"Moss. III,46.3",Mosseri,,,,
990002019360205171,,"Moss. III,67.1",Mosseri,,,,תלמוד בבלי [טקסט]
990002019590205171,,"Moss. III,79.2",Mosseri,,,,
990002019680205171,,"Moss. III,84",Mosseri,,,,
990002019730205171,,"Moss. III,86.2",Mosseri,,,,משנה [טקסט]
990002019830205171,,"Moss. III,91.4",Mosseri,,,,
990002019980205171,,"Moss. III,97",Mosseri,,,,
990002020020205171,,"Moss. III,99",Mosseri,,,,משנה תורה
990002020050205171,,"Moss. III,100.2",Mosseri,,,,
990002020130205171,,"Moss. III,104.1",Mosseri,,,,
990002020530205171,,"Moss. III,123.1",Mosseri,,,,
990002021000205171,,"Moss. III,148",Mosseri,,,,שרח אל תורה [חננאל בן שמואל]
990002024820205171,,"Moss. IV,40.1",Mosseri,,,,
990002024850205171,,"Moss. IV,40.3",Mosseri,,,,
990002024960205171,,"Moss. IV,44.4",Mosseri,,,,
990002025140205171,,"Moss. IV,55.2",Mosseri,,,,
990002025380205171,,"Moss. IV,64.2",Mosseri,,,,
990002025430205171,,"Moss. IV,65.1",Mosseri,,,,
990002025660205171,,"Moss. IV,70.2",Mosseri,,,,
990002025880205171,,"Moss. IV,83.2",Mosseri,,,,
990002026060205171,,"Moss. IV,94.1",Mosseri,,,,
990002026100205171,,"Moss. IV,94.4",Mosseri,,,,
990002026140205171,,"Moss. IV,96.1",Mosseri,,,,
990002026280205171,,"Moss. IV,102",Mosseri,,,,מקרא [טקסט]
990002026300205171,,"Moss. IV,103",Mosseri,,,,
990002026320205171,,"Moss. IV,104.2",Mosseri,,,,
990002027170205171,,"Moss. IV,142.1",Mosseri,,,,
990002027330205171,,"Moss. IV,147.1",Mosseri,,,,
990002027420205171,,"Moss. IV,147.3",Mosseri,,,,
990002027450205171,,"Moss. IV,148.2",Mosseri,,,,
990002027650205171,,"Moss. IV,155.1",Mosseri,,,,מקרא [טקסט]
990002027710205171,,"Moss. IV,157",Mosseri,,,,
990002027780205171,,"Moss. IV,161.1",Mosseri,,,,
990002027900205171,,"Moss. IV,165.1",Mosseri,,,,
990002028330205171,,"Moss. IV,170",Mosseri,,,,
990002028430205171,,"Moss. IV,173.1",Mosseri,,,,
990002028470205171,,"Moss. IV,174.1",Mosseri,,,,כתאב ג'אמע אלצלואת ואלתסאביח
990002028610205171,,"Moss. IV,180.1",Mosseri,,,,
990002028650205171,,"Moss. IV,180.2",Mosseri,,,,
990002028670205171,,"Moss. IV,180.3",Mosseri,,,,
990002028690205171,,"Moss. IV,181.2",Mosseri,,,,
990002028760205171,,"Moss. IV,185.2",Mosseri,,,,
990002029610205171,,"Moss. IV,202.1",Mosseri,,,,
990002029630205171,,"Moss. IV,202.2",Mosseri,,,,
990002029800205171,,"Moss. IV,212.1",Mosseri,,,,
990002030200205171,,"Moss. IV,230.2",Mosseri,,,,
990002030240205171,,"Moss. IV,232.1",Mosseri,,,,
990002030270205171,,"Moss. IV,232.3",Mosseri,,,,
990002030460205171,,A 265,Manchester,,,,תלמוד בבלי [טקסט]
990002031340205171,,"Moss. IV,272.1",Mosseri,,,,
990002031360205171,,"Moss. IV,272.2",Mosseri,,,,
990002031500205171,,"Moss. IV,277",Mosseri,,,,מקרא [טקסט]
990002031540205171,,"Moss. IV,279",Mosseri,,,,
990002031760205171,,"Moss. IV,289.4",Mosseri,,,,
990002032070205171,,"Moss. IV,304.1",Mosseri,,,,
990002032090205171,,"Moss. IV,304.2",Mosseri,,,,מקרא [טקסט]
990002033020205171,,"Moss. IV,331.1",Mosseri,,,,
990002033050205171,,"Moss. IV,331.3",Mosseri,,,,
990002033080205171,,"Moss. IV,331.5",Mosseri,,,,
990002033140205171,,"Moss. IV,334.1",Mosseri,,,,מקרא [טקסט]
990002033190205171,,"Moss. IV,334.5",Mosseri,,,,
990002033210205171,,"Moss. IV,335.1",Mosseri,,,,
990002033300205171,,"Moss. IV,339.1",Mosseri,,,,
990002033320205171,,"Moss. IV,339.2",Mosseri,,,,
990002033370205171,,"Moss. IV,341.2",Mosseri,,,,
990002033860205171,,"Moss. IV,364",Mosseri,,,,
990002033970205171,,"Moss. IV,370",Mosseri,,,,
990002034050205171,,"Moss. IV,376",Mosseri,,,,
990002034360205171,,"V 4 | Moss. V,4",Mosseri,,,,
990002034400205171,,"Moss. V,7.1",Mosseri,,,,
990002034430205171,,"Moss. V,7.2",Mosseri,,,,מקרא [טקסט]
990002034480205171,,V 10,Mosseri,,,,
990002034530205171,,V 13,Mosseri,,,,
990002034610205171,,"Moss. V,18.1",Mosseri,,,,
990002034720205171,,"Moss. V,23.1",Mosseri,,,,
990002034990205171,,"Moss. V,31",Mosseri,,,,
990002035030205171,,"Moss. V,34.1",Mosseri,,,,
990002035120205171,,"Moss. V,38.1",Mosseri,,,,
990002035140205171,,"Moss. V,38.2",Mosseri,,,,
990002035530205171,,"Moss. V,54",Mosseri,,,,
990002035670205171,,"Moss. V,61.2",Mosseri,,,,
990002035680205171,,"Moss. V,62.1",Mosseri,,,,
990002035690205171,,"Moss. V,62.2",Mosseri,,,,מחברת מנחם
990002035700205171,,"Moss. V,63.1",Mosseri,,,,
990002035710205171,,"Moss. V,63.2",Mosseri,,,,
990002035720205171,,"Moss. V,64.1",Mosseri,,,,
990002035730205171,,"Moss. V,64.2",Mosseri,,,,
990002035740205171,,"Moss. V,65",Mosseri,,,,
990002035760205171,,"Moss. V,66.1",Mosseri,,,,
990002035770205171,,"Moss. V,66.2",Mosseri,,,,
990002035780205171,,"Moss. V,67.1 | Moss. V,67.2",Mosseri,,,,
990002035790205171,,"Moss. V,67.3",Mosseri,,,,
990002035820205171,,"Moss. V,68.2",Mosseri,,,,
990002035830205171,,"Moss. V,68.3",Mosseri,,,,
990002035850205171,,"Moss. V,69.2",Mosseri,,,,
990002035860205171,,"Moss. V,70",Mosseri,,,,סידור שלמה מסיג'ילמאסה
990002035870205171,,"Moss. V,71.1",Mosseri,,,,
990002035880205171,,"Moss. V,71.2",Mosseri,,,,
990002035910205171,,"Moss. V,72.2",Mosseri,,,,
990002035920205171,,"Moss. V,73",Mosseri,,,,
990002035940205171,,"Moss. V,74.1",Mosseri,,,,
990002035960205171,,"Moss. V,75.1",Mosseri,,,,
990002035970205171,,"Moss. V,75.2",Mosseri,,,,
990002035980205171,,"Moss. V,76.1",Mosseri,,,,
990002035990205171,,"Moss. V,76.2",Mosseri,,,,
990002036000205171,,"Moss. V,77",Mosseri,,,,
990002036010205171,,"Moss. V,78.1",Mosseri,,,,
990002036020205171,,"Moss. V,78.2",Mosseri,,,,
990002036030205171,,"Moss. V,78.3",Mosseri,,,,
990002036040205171,,"Moss. V,78.4",Mosseri,,,,
990002036050205171,,"Moss. V,79.1",Mosseri,,,,
990002036060205171,,"Moss. V,79.2",Mosseri,,,,
990002036080205171,,"Moss. V,79.3",Mosseri,,,,מקרא [טקסט]
990002036130205171,,"Moss. V,81.2",Mosseri,,,,
990002036190205171,,"Moss. V,82.1",Mosseri,,,,
990002036200205171,,"Moss. V,82.2",Mosseri,,,,
990002036210205171,,"Moss. V,83",Mosseri,,,,
990002036220205171,,"Moss. V,84",Mosseri,,,,
990002036230205171,,"Moss. V,85.1",Mosseri,,,,
990002036240205171,,"Moss. V,85.2",Mosseri,,,,
990002036250205171,,"Moss. V,86.1",Mosseri,,,,
990002036260205171,,"Moss. V,86.2",Mosseri,,,,
990002036270205171,,"Moss. V,86.3",Mosseri,,,,
990002036280205171,,"Moss. V,87.1",Mosseri,,,,
990002036290205171,,"Moss. V,87.2",Mosseri,,,,
990002036300205171,,"Moss. V,87.3",Mosseri,,,,
990002036330205171,,"Moss. V,89.1",Mosseri,,,,
990002036350205171,,"Moss. V,89.3",Mosseri,,,,
990002036360205171,,"Moss. V,90",Mosseri,,,,
990002036370205171,,"Moss. V,91",Mosseri,,,,
990002036390205171,,"Moss. V,92.2",Mosseri,,,,
990002036410205171,,"Moss. V,94.1",Mosseri,,,,
990002036420205171,,"Moss. V,94.2",Mosseri,,,,
990002036430205171,,"Moss. V,95.1",Mosseri,,,,
990002036440205171,,"Moss. V,95.2",Mosseri,,,,
990002036450205171,,"Moss. V,96",Mosseri,,,,
990002036460205171,,"Moss. V,97",Mosseri,,,,
990002036480205171,,"Moss. V,98",Mosseri,,,,
990002036490205171,,"Moss. V,99.1",Mosseri,,,,
990002036500205171,,"Moss. V,99.2",Mosseri,,,,
990002036510205171,,"Moss. V,100",Mosseri,,,,
990002036520205171,,"Moss. V,101.1",Mosseri,,,,
990002036530205171,,"Moss. V,101.2",Mosseri,,,,
990002036540205171,,"Moss. V,102",Mosseri,,,,
990002036590205171,,"Moss. V,103.2",Mosseri,,,,
990002036610205171,,"Moss. V,104.1",Mosseri,,,,מקרא [טקסט]
990002036620205171,,"Moss. V,104.2",Mosseri,,,,
990002036660205171,,"Moss. V,104.3",Mosseri,,,,
990002036670205171,,"Moss. V,105.1",Mosseri,,,,
990002036680205171,,"Moss. V,105.2 | Moss. V,105.3",Mosseri,,,,
990002036690205171,,"Moss. V,105.4",Mosseri,,,,
990002036700205171,,"Moss. V,106.1",Mosseri,,,,
990002036710205171,,"Moss. V,106.2",Mosseri,,,,
990002036730205171,,"Moss. V,106.4",Mosseri,,,,
990002036740205171,,"Moss. V,107.1",Mosseri,,,,
990002036750205171,,"Moss. V,107.2",Mosseri,,,,
990002036760205171,,"Moss. V,107.3",Mosseri,,,,
990002036770205171,,"Moss. V,108",Mosseri,,,,
990002036780205171,,"Moss. V,109",Mosseri,,,,
990002036790205171,,"Moss. V,110",Mosseri,,,,
990002036810205171,,"Moss. V,112",Mosseri,,,,
990002036820205171,,"Moss. V,113.1",Mosseri,,,,
990002036830205171,,"Moss. V,113.2",Mosseri,,,,
990002036840205171,,"Moss. V,113.3",Mosseri,,,,
990002036850205171,,"Moss. V,113.4",Mosseri,,,,
990002036860205171,,"Moss. V,113.5",Mosseri,,,,
990002036870205171,,"Moss. V,113.6",Mosseri,,,,
990002036880205171,,"Moss. V,114.1",Mosseri,,,,
990002036900205171,,"Moss. V,114.2",Mosseri,,,,
990002036910205171,,"Moss. V,114.3",Mosseri,,,,
990002036920205171,,"Moss. V,114.4",Mosseri,,,,
990002036930205171,,"Moss. V,115",Mosseri,,,,
990002036960205171,,"Moss. V,116.2",Mosseri,,,,
990002036970205171,,"Moss. V,116.3",Mosseri,,,,
990002036980205171,,"Moss. V,116.4",Mosseri,,,,
990002036990205171,,"Moss. V,117.1",Mosseri,,,,
990002037000205171,,"Moss. V,117.2",Mosseri,,,,
990002037010205171,,"Moss. V,117.3",Mosseri,,,,
990002037030205171,,"Moss. V,117.5",Mosseri,,,,
990002037040205171,,"Moss. V,117.6",Mosseri,,,,
990002037050205171,,"Moss. V,117.7",Mosseri,,,,
990002037060205171,,"Moss. V,118.1",Mosseri,,,,
990002037070205171,,"Moss. V,118.2",Mosseri,,,,
990002037080205171,,"Moss. V,118.3",Mosseri,,,,
990002037090205171,,"Moss. V,118.4",Mosseri,,,,
990002037230205171,,"Moss. V,119.1",Mosseri,,,,
990002037240205171,,"Moss. V,119.2",Mosseri,,,,
990002037250205171,,"Moss. V,119.3",Mosseri,,,,
990002037260205171,,"Moss. V,119.4",Mosseri,,,,מקרא [טקסט]
990002037270205171,,"Moss. V,120",Mosseri,,,,
990002037280205171,,"Moss. V,121",Mosseri,,,,
990002037290205171,,"Moss. V,122",Mosseri,,,,
990002037300205171,,"Moss. V,123.1",Mosseri,,,,
990002037310205171,,"Moss. V,123.2",Mosseri,,,,
990002037320205171,,"Moss. V,123.3",Mosseri,,,,
990002037330205171,,"Moss. V,123.4",Mosseri,,,,
990002037340205171,,"Moss. V,124",Mosseri,,,,
990002037350205171,,"Moss. V,125",Mosseri,,,,
990002037360205171,,"Moss. V,126.1 | Moss. V,126.2 | Moss. V,126.3 | Moss. V,126.4 | Moss. V,126.5",Mosseri,,,,
990002037370205171,,"Moss. V,127.1",Mosseri,,,,
990002037420205171,,"Moss. V,127.2",Mosseri,,,,
990002037430205171,,"Moss. V,127.3",Mosseri,,,,
990002037440205171,,"Moss. V,128.1",Mosseri,,,,
990002037460205171,,"Moss. V,128.2",Mosseri,,,,
990002037470205171,,"Moss. V,128.3",Mosseri,,,,
990002037480205171,,"Moss. V,129",Mosseri,,,,
990002037520205171,,"Moss. V,132",Mosseri,,,,
990002037540205171,,"Moss. V,134.1",Mosseri,,,,
990002037550205171,,"Moss. V,134.2",Mosseri,,,,מקרא [טקסט]
990002037560205171,,"Moss. V,135.1",Mosseri,,,,
990002037570205171,,"Moss. V,135.2",Mosseri,,,,
990002037580205171,,"Moss. V,136",Mosseri,,,,
990002037590205171,,"Moss. V,137",Mosseri,,,,
990002037600205171,,"Moss. V,138",Mosseri,,,,
990002037610205171,,"Moss. V,139",Mosseri,,,,
990002037620205171,,"Moss. V,140.1",Mosseri,,,,
990002037630205171,,"Moss. V,140.2",Mosseri,,,,
990002037640205171,,"Moss. V,141.1",Mosseri,,,,
990002037650205171,,"Moss. V,141.2",Mosseri,,,,
990002037660205171,,"Moss. V,141.3",Mosseri,,,,
990002037670205171,,"Moss. V,141.4",Mosseri,,,,
990002037680205171,,"Moss. V,142.1",Mosseri,,,,
990002037720205171,,"Moss. V,143",Mosseri,,,,
990002037730205171,,"Moss. V,144.1",Mosseri,,,,
990002037740205171,,"Moss. V,144.2",Mosseri,,,,
990002037750205171,,"Moss. V,144.3",Mosseri,,,,
990002037760205171,,"Moss. V,144.4",Mosseri,,,,
990002037770205171,,"Moss. V,144.5",Mosseri,,,,
990002037780205171,,"Moss. V,145",Mosseri,,,,
990002037800205171,,"Moss. V,147",Mosseri,,,,
990002037810205171,,"Moss. V,148",Mosseri,,,,
990002037820205171,,"Moss. V,149",Mosseri,,,,
990002037840205171,,"Moss. V,150",Mosseri,,,,
990002037860205171,,"Moss. V,151.1",Mosseri,,,,
990002037870205171,,"Moss. V,151.2",Mosseri,,,,
990002037880205171,,"Moss. V,151.3",Mosseri,,,,
990002037890205171,,"Moss. V,152.1",Mosseri,,,,
990002037900205171,,"Moss. V,152.2",Mosseri,,,,
990002037920205171,,"Moss. V,153.1",Mosseri,,,,פירוש רבנו חננאל לתלמוד
990002037960205171,,"Moss. V,153.2",Mosseri,,,,
990002037970205171,,"Moss. V,153.3",Mosseri,,,,
990002037980205171,,"Moss. V,153.4",Mosseri,,,,
990002038000205171,,"Moss. V,154.1",Mosseri,,,,
990002038010205171,,"Moss. V,154.2",Mosseri,,,,
990002038030205171,,"Moss. V,154.3 | Moss. V,154.4 | Moss. V,154.5 | Moss. V,154.6",Mosseri,,,,
990002038040205171,,"Moss. V,155.1",Mosseri,,,,
990002038050205171,,"Moss. V,155.2",Mosseri,,,,
990002038060205171,,"Moss. V,156.1",Mosseri,,,,
990002038070205171,,"Moss. V,156.2",Mosseri,,,,מקרא [טקסט]
990002038080205171,,"Moss. V,156.3",Mosseri,,,,
990002038090205171,,"Moss. V,157.1",Mosseri,,,,
990002038100205171,,"Moss. V,157.2",Mosseri,,,,
990002038160205171,,A 502,Manchester,,,,
990002038420205171,,"Moss. V,158.2",Mosseri,,,,
990002038430205171,,"Moss. V,159",Mosseri,,,,
990002038440205171,,"Moss. V,160.1",Mosseri,,,,
990002038450205171,,"Moss. V,160.2",Mosseri,,,,
990002038460205171,,"Moss. V,161.1",Mosseri,,,,
990002038470205171,,"Moss. V,161.2",Mosseri,,,,
990002038480205171,,"Moss. V,162.1",Mosseri,,,,
990002038490205171,,"Moss. V,162.2",Mosseri,,,,
990002038500205171,,"Moss. V,163",Mosseri,,,,
990002038510205171,,"Moss. V,164.1",Mosseri,,,,
990002038530205171,,"Moss. V,164.2",Mosseri,,,,
990002038540205171,,"Moss. V,165.1",Mosseri,,,,
990002038550205171,,"Moss. V,165.2",Mosseri,,,,
990002038560205171,,"Moss. V,165.3",Mosseri,,,,
990002038570205171,,"Moss. V,165.4",Mosseri,,,,
990002038580205171,,"Moss. V,166.1",Mosseri,,,,
990002038590205171,,"Moss. V,166.2",Mosseri,,,,
990002038620205171,,"Moss. V,168.1",Mosseri,,,,
990002038630205171,,"Moss. V,168.2",Mosseri,,,,
990002038660205171,,"Moss. V,169",Mosseri,,,,
990002038680205171,,"Moss. V,170",Mosseri,,,,
990002038690205171,,"Moss. V,171",Mosseri,,,,
990002038700205171,,"Moss. V,172",Mosseri,,,,
990002038710205171,,"Moss. V,173.1",Mosseri,,,,
990002038720205171,,"Moss. V,173.2",Mosseri,,,,
990002038730205171,,"Moss. V,174.1",Mosseri,,,,כתאב ג'אמע אלצלואת ואלתסאביח
990002038740205171,,"Moss. V,174.2",Mosseri,,,,
990002038750205171,,"Moss. V,175.1",Mosseri,,,,
990002038760205171,,"Moss. V,175.2",Mosseri,,,,
990002038770205171,,"Moss. V,176.1",Mosseri,,,,
990002038780205171,,"Moss. V,176.2",Mosseri,,,,
990002038790205171,,"Moss. V,176.3 | Moss. V,176.4",Mosseri,,,,
990002038800205171,,"Moss. V,177.1",Mosseri,,,,
990002038810205171,,"Moss. V,177.2",Mosseri,,,,
990002038820205171,,"Moss. V,178",Mosseri,,,,
990002038850205171,,"Moss. V,179",Mosseri,,,,
990002038870205171,,"Moss. V,180",Mosseri,,,,
990002038880205171,,"Moss. V,181.1",Mosseri,,,,
990002038890205171,,"Moss. V,181.2",Mosseri,,,,
990002038900205171,,"Moss. V,181.3",Mosseri,,,,
990002038910205171,,"Moss. V,182",Mosseri,,,,
990002038930205171,,"Moss. V,184.1",Mosseri,,,,תלמוד בבלי [טקסט]
990002038950205171,,"Moss. V,184.2",Mosseri,,,,
990002038980205171,,"Moss. V,184.3",Mosseri,,,,
990002039000205171,,"Moss. V,185.2",Mosseri,,,,
990002039010205171,,"Moss. V,185.3",Mosseri,,,,
990002039020205171,,"Moss. V,186",Mosseri,,,,
990002039030205171,,"Moss. V,187",Mosseri,,,,
990002039050205171,,"Moss. V,188",Mosseri,,,,
990002039080205171,,"Moss. V,190",Mosseri,,,,
990002039100205171,,"Moss. V,191.1",Mosseri,,,,סידור שלמה מסיג'ילמאסה
990002039110205171,,"Moss. V,191.2",Mosseri,,,,
990002039120205171,,"Moss. V,191.3",Mosseri,,,,
990002039130205171,,"Moss. V,192",Mosseri,,,,
990002039140205171,,"Moss. V,193.1",Mosseri,,,,
990002039150205171,,"Moss. V,193.2",Mosseri,,,,
990002039470205171,,"Moss. V,194.1",Mosseri,,,,
990002039480205171,,"Moss. V,194.2",Mosseri,,,,
990002039500205171,,"Moss. V,194.3",Mosseri,,,,
990002039520205171,,"Moss. V,194.4 | Moss. V,194.5",Mosseri,,,,
990002039530205171,,"Moss. V,195.1",Mosseri,,,,
990002039540205171,,"Moss. V,195.2",Mosseri,,,,
990002039550205171,,"Moss. V,196.1",Mosseri,,,,
990002039570205171,,"Moss. V,196.2",Mosseri,,,,
990002039580205171,,"Moss. V,197",Mosseri,,,,
990002039590205171,,"Moss. V,198",Mosseri,,,,
990002039620205171,,"Moss. V,199.3",Mosseri,,,,
990002039710205171,,"Moss. V,207",Mosseri,,,,
990002039720205171,,"Moss. V,208",Mosseri,,,,מקרא [טקסט]
990002039730205171,,"Moss. V,209",Mosseri,,,,מקרא [טקסט]
990002039740205171,,"Moss. V,210.1",Mosseri,,,,
990002039750205171,,"Moss. V,210.2",Mosseri,,,,
990002039760205171,,"Moss. V,210.3",Mosseri,,,,
990002039770205171,,"Moss. V,210.4",Mosseri,,,,
990002039780205171,,"Moss. V,210.5",Mosseri,,,,
990002039790205171,,"Moss. V,210.6 | Moss. V,210.7",Mosseri,,,,
990002039800205171,,"Moss. V,210.8",Mosseri,,,,מקרא [טקסט]
990002039820205171,,"Moss. V,210.9",Mosseri,,,,
990002039840205171,,"Moss. V,211",Mosseri,,,,"תפסיר רס""ג"
990002039850205171,,"Moss. V,212.1",Mosseri,,,,
990002039860205171,,"Moss. V,212.2",Mosseri,,,,
990002039870205171,,"Moss. V,212.3",Mosseri,,,,מקרא [טקסט]
990002039880205171,,"Moss. V,212.4",Mosseri,,,,
990002039890205171,,"Moss. V,213",Mosseri,,,,
990002039900205171,,"Moss. V,214",Mosseri,,,,
990002039910205171,,"Moss. V,215",Mosseri,,,,
990002039920205171,,"Moss. V,216",Mosseri,,,,
990002039940205171,,"Moss. V,218.1",Mosseri,,,,
990002039950205171,,"Moss. V,218.2",Mosseri,,,,
990002039960205171,,"Moss. V,219",Mosseri,,,,
990002039980205171,,"Moss. V,221",Mosseri,,,,
990002040030205171,,"Moss. V,226",Mosseri,,,,
990002040130205171,,"Moss. V,233",Mosseri,,,,זוהר
990002040160205171,,"Moss. V,235",Mosseri,,,,
990002040200205171,,"Moss. V,237",Mosseri,,,,
990002040210205171,,"Moss. V,238",Mosseri,,,,
990002040220205171,,"Moss. V,239",Mosseri,,,,
990002040250205171,,"Moss. V,242",Mosseri,,,,
990002040260205171,,"Moss. V,243.1",Mosseri,,,,
990002040270205171,,"Moss. V,243.2",Mosseri,,,,
990002040280205171,,"Moss. V,243.3 | Moss. V,243.4",Mosseri,,,,
990002040290205171,,"Moss. V,244.1",Mosseri,,,,כתאב פי אלפרג בעד אלשדה
990002040450205171,,"Moss. V,244.2",Mosseri,,,,
990002040460205171,,"Moss. V,245.1",Mosseri,,,,
990002040470205171,,"Moss. V,245.2",Mosseri,,,,
990002040480205171,,"Moss. V,246.1",Mosseri,,,,
990002040490205171,,"Moss. V,246.2",Mosseri,,,,
990002040500205171,,"Moss. V,246.3",Mosseri,,,,
990002040510205171,,"Moss. V,247",Mosseri,,,,"הלכות הרי""ף"
990002040520205171,,"Moss. V,248",Mosseri,,,,
990002040530205171,,"Moss. V,249.1 | Moss. V,249.2",Mosseri,,,,
990002040540205171,,"Moss. V,250",Mosseri,,,,
990002040550205171,,"Moss. V,251 | Moss. V,252 | Moss. V,253.2 | Moss. V,253.1",Mosseri,,,,
990002042760205171,,"Moss. V,380 | A 9",Mosseri,,,,
990002043220205171,,A 607,Manchester,,,,
990002045770205171,,"Moss. VI,141.1",Mosseri,,,,פירוש רבנו חננאל לתלמוד
990002045780205171,,"Moss. VI,141.2",Mosseri,,,,משנה [טקסט]
990002045790205171,,"Moss. VI,141.3",Mosseri,,,,
990002045800205171,,"Moss. VI,141.4",Mosseri,,,,
990002045820205171,,"Moss. VI,143",Mosseri,,,,משנה תורה
990002045830205171,,"Moss. VI,144",Mosseri,,,,משנה תורה
990002045840205171,,"Moss. VI,145.1",Mosseri,,,,
990002045860205171,,"Moss. VI,145.2",Mosseri,,,,משנה [טקסט]
990002045880205171,,"Moss. VI,145.3 | Moss. VI,145.4",Mosseri,,,,
990002045910205171,,"Moss. VI,147.2",Mosseri,,,,
990002045940205171,,"Moss. VI,148.3",Mosseri,,,,
990002045950205171,,"Moss. VI,149.1",Mosseri,,,,משנה תורה
990002045960205171,,"Moss. VI,149.2",Mosseri,,,,
990002045980205171,,"Moss. VI,150.2",Mosseri,,,,משנה תורה
990002045990205171,,"Moss. VI,151",Mosseri,,,,משנה תורה
990002046010205171,,"Moss. VI,152.2",Mosseri,,,,פרקא דרבינו הקדוש
990002046020205171,,"Moss. VI,153.1",Mosseri,,,,פירוש רבנו חננאל לתלמוד
990002046030205171,,"Moss. VI,153.2",Mosseri,,,,ספרא
990002046060205171,,"Moss. VI,154.3",Mosseri,,,,
990002046090205171,,"Moss. VI,155.3",Mosseri,,,,ספר מתיבות
990002046100205171,,"Moss. VI,156",Mosseri,,,,משנה תורה
990002046180205171,,"Moss. VI,160.2",Mosseri,,,,
990002046190205171,,"Moss. VI,160.3",Mosseri,,,,משנה תורה
990002046200205171,,"Moss. VI,160.4",Mosseri,,,,
990002046210205171,,"Moss. VI,161.1",Mosseri,,,,תלמוד בבלי [טקסט]
990002046230205171,,"Moss. VI,162.1",Mosseri,,,,הלכות גדולות
990002046240205171,,"Moss. VI,162.2",Mosseri,,,,משנה תורה
990002046260205171,,"Moss. VI,162.3",Mosseri,,,,
990002046280205171,,"Moss. VI,163.2",Mosseri,,,,
990002046300205171,,"Moss. VI,164.1",Mosseri,,,,
990002046320205171,,"Moss. VI,164.2",Mosseri,,,,
990002046340205171,,"Moss. VI,166",Mosseri,,,,משנה [טקסט]
